val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_1,val/aeloss_step/epoch_1,val/rec_loss_step/epoch_2,val/aeloss_step/epoch_2,val/rec_loss_step/epoch_3,val/aeloss_step/epoch_3,val/rec_loss_step/epoch_4,val/aeloss_step/epoch_4
1.7465729713439941,1.8024365901947021,2023-03-28 10:17:44.720059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.729920506477356,1.7843559980392456,2023-03-28 10:17:45.228670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:19:05.956625,2.40755558013916,2.40755558013916,1.5336358547210693,0.8739196062088013,0.8739196062088013,0.5423354506492615,1.011269211769104,0.0,-0.45997193455696106,0.0,0.0,0.431482195854187,0.41886258125305176,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:20:25.824438,4.119149684906006,4.119149684906006,3.4925670623779297,0.626582682132721,0.626582682132721,0.4565352499485016,1.1049786806106567,0.0,-0.41696956753730774,0.0,0.0,0.4221588373184204,0.43749478459358215,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:21:45.810022,2.6536636352539062,2.6536636352539062,2.1024768352508545,0.5511866807937622,0.5511866807937622,0.4077542722225189,4.880982398986816,0.0,-0.41878288984298706,0.0,0.0,0.4264076352119446,0.3831697404384613,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:23:05.520972,1.2872722148895264,1.2872722148895264,0.8227417469024658,0.46453043818473816,0.46453043818473816,0.3186914622783661,3.4937806129455566,0.0,-0.44596922397613525,0.0,0.0,0.42824649810791016,0.46572673320770264,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:24:24.885064,0.6834417581558228,0.6834417581558228,0.27386999130249023,0.40957173705101013,0.40957173705101013,0.2966105341911316,3.217531681060791,0.0,-0.42192527651786804,0.0,0.0,0.42708441615104675,0.4159836769104004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:25:45.599534,0.5960752964019775,0.5960752964019775,0.22247639298439026,0.3735988736152649,0.3735988736152649,0.25692686438560486,2.8295929431915283,0.0,-0.4549282491207123,0.0,0.0,0.42025846242904663,0.45459070801734924,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:27:05.114154,0.37509414553642273,0.37509414553642273,0.0770491436123848,0.29804500937461853,0.29804500937461853,0.20629596710205078,5.337471961975098,0.0,-0.4352383315563202,0.0,0.0,0.44261953234672546,0.42864787578582764,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:28:24.605313,0.34651586413383484,0.34651586413383484,0.0861010029911995,0.26041486859321594,0.26041486859321594,0.17869995534420013,4.492043972015381,0.0,-0.41247084736824036,0.0,0.0,0.43041756749153137,0.4100548028945923,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:29:52.148688,0.3124566376209259,0.3124566376209259,0.0745384693145752,0.2379181683063507,0.2379181683063507,0.16411834955215454,1.548020839691162,0.0,-0.424315482378006,0.0,0.0,0.42485445737838745,0.4261166453361511,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:31:12.345433,0.1563202142715454,0.1563202142715454,0.013205321505665779,0.14311489462852478,0.14311489462852478,0.09437710791826248,5.13083028793335,0.0,-0.4105364680290222,0.0,0.0,0.43897247314453125,0.42300331592559814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:32:32.422342,0.2210754156112671,0.2210754156112671,0.019528446719050407,0.20154696702957153,0.20154696702957153,0.12934426963329315,3.4802932739257812,0.0,-0.4444122314453125,0.0,0.0,0.42686572670936584,0.44893842935562134,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:33:51.909461,0.19748088717460632,0.19748088717460632,0.02405538037419319,0.17342551052570343,0.17342551052570343,0.11302391439676285,3.9311985969543457,0.0,-0.41988641023635864,0.0,0.0,0.41928932070732117,0.4250516891479492,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:35:11.518954,0.1968986839056015,0.1968986839056015,0.04157854616641998,0.15532013773918152,0.15532013773918152,0.09820103645324707,3.1609461307525635,0.0,-0.44227656722068787,0.0,0.0,0.4363999366760254,0.43846309185028076,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:36:30.918249,0.15958474576473236,0.15958474576473236,0.02848527953028679,0.13109946250915527,0.13109946250915527,0.0821491926908493,3.521347761154175,0.0,-0.4175582230091095,0.0,0.0,0.42492395639419556,0.41158512234687805,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:37:50.244300,0.14837118983268738,0.14837118983268738,0.02510000765323639,0.12327117472887039,0.12327117472887039,0.06837873160839081,3.247400999069214,0.0,-0.4299734830856323,0.0,0.0,0.42197155952453613,0.42343297600746155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-03-28 10:39:10.630326,0.1491837352514267,0.1491837352514267,0.005423815455287695,0.14375992119312286,0.14375992119312286,0.09981568902730942,1.3268221616744995,0.0,-0.44623875617980957,0.0,0.0,0.44630327820777893,0.4479494094848633,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31634628772735596,0.3251851797103882,2023-03-28 10:39:23.228985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.13515973091125488,0.14100317656993866,2023-03-28 10:39:23.736505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1352955847978592,0.14113977551460266,2023-03-28 10:39:24.249890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12856890261173248,0.13443675637245178,2023-03-28 10:39:24.738930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
